id,t1_mean,t1_median,t2_mean,t2_median,t3_mean,t3_median,t4_mean,t4_median,t5_mean,t5_median,t6_mean,t6_median,t7_mean,t7_median,t8_mean,t8_median,t9_mean,t9_median,t10_mean,t10_median,t11_mean,t11_median,t12_mean,t12_median
1,79.5,79.5,114.66666666666667,120,150,152.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
4,8.5,8.5,9.333333333333334,11,12.75,12,12.6,12,11.833333333333334,11.5,14,12,12.625,11.5,12.444444444444445,11,11.9,11,12.181818181818182,11,12.5,11.5,15.615384615384615,12
5,41,41,52.333333333333336,50,63.5,62.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
10,48.5,48.5,51.666666666666664,58,54.75,59.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
12,42,42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
13,30.5,30.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
16,24.5,24.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,48,48,52.666666666666664,57,56.75,59.5,51.8,57,49.333333333333336,48,47.857142857142854,39,47,40,48.55555555555556,41,47,40,46.27272727272727,39,47.166666666666664,40,46.38461538461539,39
20,77,77,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,21.5,21.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
25,18.5,18.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
27,17,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
29,47.5,47.5,43.666666666666664,36,40.75,34,35.2,32,33.833333333333336,30,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
30,40,40,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
32,9,9,17,13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
34,17,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
35,39,39,35,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
36,16,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
38,32.5,32.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,779,779,582,250,464,219,387.2,188,333,149,290.2857142857143,110,257.875,95,232.44444444444446,80,212,71,195.27272727272728,62,NaN,NaN,NaN,NaN
42,15.5,15.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
44,27,27,24.333333333333332,22,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
45,28.5,28.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46,36.5,36.5,32.333333333333336,33,31.5,31,28.8,29,27.833333333333332,26.5,26.428571428571427,24,27.375,26.5,27,24,25.9,24,24.636363636363637,24,24,23.5,23.846153846153847,23
47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,23.5,23.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
50,36,36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
51,27,27,25,23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
53,4,4,2.6666666666666665,0,2,0,1.6,0,2.6666666666666665,0,4.285714285714286,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
54,10,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
55,18.5,18.5,17.333333333333332,15,16.5,14.5,19.8,15,19.833333333333332,17.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
56,0,0,6.666666666666667,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
57,16,16,15,16,16.5,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
58,37.5,37.5,31.666666666666668,28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
59,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0
60,10.5,10.5,10,10,8,9.5,7.2,9,6.333333333333333,6.5,5.428571428571429,4,4.875,3,4.666666666666667,3,4.2,2.5,3.8181818181818183,2,3.5,2,3.6153846153846154,2
61,4,4,3.6666666666666665,3,6.25,4.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,9,9,12.333333333333334,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
66,12,12,13,15,17.25,15.5,17.4,16,15.166666666666666,15.5,13,15,11.375,11.5,12.333333333333334,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
67,13,13,14.333333333333334,16,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
70,28.5,28.5,22.666666666666668,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
76,36.5,36.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
79,1.5,1.5,1.3333333333333333,1,4.25,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80,0,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,1.5714285714285714,0,1.625,0,2.2222222222222223,0,3.1,1,NaN,NaN,NaN,NaN,NaN,NaN
81,29,29,24,27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
82,36,36,30,21,27,19.5,24.6,18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
83,12,12,14.666666666666666,18,15,17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
84,36,36,44.333333333333336,38,42.5,37.5,42.8,38,46.5,41,45.142857142857146,38,41.875,37.5,39,37,38.3,37,37.45454545454545,37,36.75,35.5,35.30769230769231,34
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,8.5,8.5,10.333333333333334,10,11.25,12,10,10,10,10,9.857142857142858,10,9.25,9.5,9.88888888888889,10,9.5,9.5,8.818181818181818,9,9,9.5,8.846153846153847,9
92,0,0,4.333333333333333,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94,18,18,20,24,24,26.5,22.6,24,22.166666666666668,22,23.142857142857142,24,22.5,22,21.444444444444443,20,22,22,20.636363636363637,20,19.583333333333332,19,18.153846153846153,18
95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN
96,49,49,39.333333333333336,34,31,27,26.4,20,24.5,17.5,23.285714285714285,16,22.125,15.5,21.22222222222222,15,20.8,15.5,19.818181818181817,15,18.916666666666668,14.5,18.23076923076923,14
97,20,20,17.333333333333332,17,16.25,15,15.4,13,14.5,12.5,14.571428571428571,13,13.625,12.5,12.88888888888889,12,14.1,12.5,13.909090909090908,12,13.416666666666666,12,12.923076923076923,12
98,0,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0,0.4444444444444444,0,1.3,0,NaN,NaN,NaN,NaN,NaN,NaN
101,7,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
102,0,0,3,0,7,4.5,12.6,9,13.666666666666666,14,14.571428571428571,19,15.125,19,15.777777777777779,19,15.6,19,15.545454545454545,19,15.416666666666666,17,15,15
103,NaN,NaN,0,0,0,0,1,0,2.8333333333333335,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
105,49,49,50,52,48.75,48.5,50.2,52,50.666666666666664,52.5,50.42857142857143,52,49.125,50.5,48.333333333333336,49,50.5,50.5,50.09090909090909,49,51.916666666666664,50.5,51,49
108,7,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
109,8.5,8.5,9.333333333333334,10,9.75,10.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,7.5,7.5,7.666666666666667,8,7.75,8,9,8,9.166666666666666,8.5,9.142857142857142,9,9.25,9,9,9,8.5,8.5,10.090909090909092,9,10.166666666666666,9,10.23076923076923,9
114,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0,NaN,NaN
115,13,13,12.666666666666666,12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
116,6,6,13.666666666666666,7,13.25,9.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.363636363636363,0,6.583333333333333,0,9.076923076923077,0
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4545454545454546,0,5.583333333333333,0,8.538461538461538,0
122,4.5,4.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
124,56.5,56.5,41.666666666666664,52,34.75,33,29.6,14,26.833333333333332,13.5,25.428571428571427,14,24.75,15.5,22.88888888888889,14,21.4,13.5,19.818181818181817,13,19.083333333333332,12.5,18.153846153846153,12
125,11.5,11.5,10.666666666666666,9,10.25,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
128,46.5,46.5,34.333333333333336,20,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,42.5,42.5,39.666666666666664,39,33.75,36.5,29.2,34,25.666666666666668,25,23.428571428571427,16,21.625,13.5,19.88888888888889,11,19.8,13.5,19.363636363636363,15,18.583333333333332,13,17.692307692307693,11
131,61.5,61.5,63.333333333333336,65,65,66,60.8,65,58.833333333333336,61.5,54.142857142857146,58,51,53.5,49.888888888888886,49,49.6,48,47.81818181818182,47,47.083333333333336,45.5,45.76923076923077,44
132,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.428571428571429,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
133,14,14,11,8,10,7.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
135,6.5,6.5,NaN,NaN,6.5,6.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.166666666666667,4.5,NaN,NaN
137,5,5,6.333333333333333,8,6.75,8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
138,8,8,6,4,4.75,3,12,4,11.5,6.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
141,21.5,21.5,15.666666666666666,20,12.25,12,11.2,7,9.833333333333334,5.5,9.428571428571429,7,9.5,7,8.88888888888889,7,8.5,6,8.545454545454545,7,8.583333333333334,7,8.846153846153847,7
144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
147,18,18,15.333333333333334,12,13.5,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
148,5.5,5.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
149,NaN,NaN,0,0,0,0,0,0,1.3333333333333333,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
151,3,3,3.6666666666666665,5,3.5,4,3,3,2.5,2,3,3,3.125,3.5,3,3,3.1,3.5,3.090909090909091,3,3,3,2.8461538461538463,3
153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,4.5,4.5,6.333333333333333,9,13,9.5,15.2,10,18.5,17,20.714285714285715,24,20.875,23,18.555555555555557,22,16.7,16,15.181818181818182,10,13.916666666666666,9.5,12.846153846153847,9
155,19.5,19.5,18.666666666666668,17,17.5,15.5,14.8,14,13.666666666666666,14,13.571428571428571,14,14,14,13.88888888888889,14,14.4,14,13.818181818181818,14,13.333333333333334,13.5,12.615384615384615,13
160,6,6,6.666666666666667,7,6.75,7,6.2,7,6.166666666666667,6.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
165,15.5,15.5,11.666666666666666,4,10.25,5,9,4,8.5,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
166,0,0,0,0,0,0,0,0,0.8333333333333334,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
167,0,0,0,0,0,0,0,0,0.8333333333333334,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
168,0.5,0.5,0.3333333333333333,0,0.25,0,0.2,0,0.16666666666666666,0,0.14285714285714285,0,0.125,0,0.1111111111111111,0,0.1,0,0.09090909090909091,0,0.6666666666666666,0,0.8461538461538461,0
171,11.5,11.5,9.666666666666666,9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
172,14,14,9.666666666666666,4,10.75,9,10.4,9,9.666666666666666,7.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
173,0,0,0,0,0,0,2.4,0,5.5,0,5.428571428571429,0,5.5,2.5,5.555555555555555,5,5.8,5.5,5.7272727272727275,5,5.833333333333333,5.5,6.153846153846154,6
175,6,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
177,11.5,11.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
178,17,17,14,11,13.25,11,12.6,11,12.166666666666666,10.5,10.714285714285714,10,10.125,10,9.555555555555555,10,9,9,8.363636363636363,8,9.166666666666666,9,9.846153846153847,10
180,NaN,NaN,5.333333333333333,5,7,6.5,7.2,8,7,7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
181,11,11,8.333333333333334,7,6.75,5,6.4,5,6,4.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,0,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,NaN,NaN
186,6.5,6.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,NaN,NaN,NaN,NaN,NaN,NaN
188,0,0,0.6666666666666666,0,0.75,0.5,0.6,0,1.3333333333333333,0.5,1.8571428571428572,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
189,3.5,3.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.25,4,5.333333333333333,4,5.3,4.5,5.454545454545454,5,5.333333333333333,4.5,5.3076923076923075,5
190,11.5,11.5,9,8,9.5,9.5,8.6,8,7.666666666666667,6.5,6.714285714285714,5,6.625,5.5,7.666666666666667,6,7.6,6.5,7.818181818181818,7,7.333333333333333,6.5,6.846153846153846,6
191,0,0,0,0,0.75,0,0.6,0,1.5,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
192,0,0,0,0,0,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
194,42,42,35,23,30.75,22,27.2,21,25.166666666666668,19.5,23.857142857142858,18,21.75,17,22,18,20.8,17,20,16,19.25,15.5,19.307692307692307,16
195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,0,0,0,0,0.5,0,0.4,0,0.8333333333333334,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
198,11,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
200,6,6,6.333333333333333,6,6.25,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0,0,0,0,1.5,0,1.8,0,1.8333333333333333,1,2.4285714285714284,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
203,0,0,0,0,0,0,0,0,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
204,38.5,38.5,56.666666666666664,58,47,38.5,41,19,35.833333333333336,18.5,32,18,28.75,17.5,26.22222222222222,17,24,13.5,22.363636363636363,10,21,9.5,NaN,NaN
205,44.5,44.5,38.666666666666664,27,34,23.5,32,24,28.5,22,27,20,25.25,19,25,20,23.7,19,22.363636363636363,18,21.75,18,20.53846153846154,18
206,0,0,2,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
208,52.5,52.5,41.666666666666664,20,35.5,18.5,29.8,17,25.833333333333332,12,22.714285714285715,7,20,6.5,18.11111111111111,6,16.5,5,15.181818181818182,4,NaN,NaN,NaN,NaN
212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,NaN,NaN,NaN,NaN,2.25,2.5,3.4,3,4,3.5,4.285714285714286,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
214,14,14,13.666666666666666,13,16.25,15.5,17.4,18,19,20,19.857142857142858,22,19.375,20,20,22,19.9,20.5,18.727272727272727,19,17.75,18.5,17,18
215,3.5,3.5,5,4,4.75,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0,0,0,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0.4,0,NaN,NaN,NaN,NaN,NaN,NaN
222,0,0,0,0,0,0,0,0,1.1666666666666667,0,2.4285714285714284,0,3,0,4.333333333333333,0,4.8,3.5,5.363636363636363,7,5.583333333333333,7,5.615384615384615,7
223,0,0,0,0,0,0,0,0,0.8333333333333334,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
224,16,16,20,19,19.25,18,19,18,17.333333333333332,17.5,19,18,19.875,18.5,19.22222222222222,18,18.8,17.5,18.454545454545453,17,17.833333333333332,16,16.46153846153846,15
225,0,0,1.6666666666666667,0,1.75,1,1.8,2,1.8333333333333333,2,1.7142857142857142,2,1.75,2,1.5555555555555556,2,1.7,2,1.6363636363636365,2,1.5833333333333333,1.5,1.5384615384615385,1
229,6.5,6.5,5,4,5.5,5.5,5,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,54.5,54.5,40.333333333333336,40,32.25,26,27.6,12,24.833333333333332,11.5,23.857142857142858,12,21.25,11.5,20,11,18.4,10.5,17.727272727272727,11,16.916666666666668,10.5,16.076923076923077,10
234,0,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0.5714285714285714,0,0.5,0,0.4444444444444444,0,0.9,0,NaN,NaN,NaN,NaN,NaN,NaN
235,0,0,0,0,0,0,0,0,0.5,0,1.8571428571428572,0,4.375,0,4.444444444444445,0,4.3,1.5,4.181818181818182,3,NaN,NaN,NaN,NaN
237,NaN,NaN,2,2,NaN,NaN,1.6,2,1.8333333333333333,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
238,16.5,16.5,13.666666666666666,12,11,10,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
240,2.5,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
241,0,0,0,0,0,0,0,0,0,0,0.5714285714285714,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
242,8.5,8.5,10.333333333333334,11,8.75,8.5,8,6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
243,55.5,55.5,42,39,33.5,27,29.6,15,27.5,16,24.857142857142858,15,24,16,23.666666666666668,17,22.5,16,21.90909090909091,16,21.25,15.5,20.23076923076923,15
244,15,15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
245,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN,0,0,NaN,NaN,NaN,NaN,0,0,0,0
246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0.1111111111111111,0,0.1,0,0.5454545454545454,0,NaN,NaN,NaN,NaN
249,14.5,14.5,15,16,15,15.5,13.4,15,13.333333333333334,14,12.857142857142858,13,11.875,11.5,11,10,10.1,10,9.545454545454545,10,9,8.5,8.692307692307692,7
252,3.5,3.5,4.333333333333333,6,4.5,5.5,4.6,5,5,5.5,4.571428571428571,5,4.5,5,4.333333333333333,5,4.3,4.5,4.090909090909091,4,4.25,4.5,4.153846153846154,4
