id,label
27540,Praxislerngruppen an: Jean-Piaget-Schule J-J-Hecker-Sch.
27517,Praxislerngruppen
3417,Ausbildungsatlas MH
3413,Ausbildungsatlas
3446,Ausbildungsplatzprogramm 2007
3462,Ausbildungsplatzprogramm 2009
3474,Ausbildungsplatzprogramm 2009 Plus (Land) Z. 2 LOK
7154,Berliner Ausbildungsplatzprogramm 2010 (Land) Verbund
7157,Berliner Ausbildungsplatzprogramm 2011 (Land) Verbund
7159,Berliner Ausbildungsplatzprogramm 2012 (Land) Verbund
7161,Berliner Ausbildungsplatzprogramm 2013 (ESF) Verbund
8501,Bildungskoordinator
11286,Elterncoaching Berufsorientierung
18120,Hilfskräfte für die Unterstützung internationaler Kooperation des Bezirkes im Bereich der beruflichen Bildung
24378,Mitarbeiter Empfang
26854,PEB - Wir bleiben hier - Marzahn-Hellersdorfer Schüler in Marzahn-Hellersdorfer Unternehmen
28119,Projektkoordinator
37782,reStart - Berufsausbildung 2013 - Ich bin dabei
33912,Unterstützung / Herstellung von Kontakten Schule / Wirtschaft
33970,Unterstützung bei der Erarbeitung einer Berufswegplanung im Rahmen des Marzahn/Hellersdorfer Ausbildungsatlas
33977,Unterstützung bei der Informations- und Beratungstätigkeit im JobGate Marzahn NordWest
33984,Unterstützung bei der Realisierung der Mitarbeiterversorgung am ABU-Standort Gladbecker Ring
34129,Unterstützung des Projektes 'Wir bleiben hier!' u. a. durch Akquise I
34130,Unterstützung des Projektes 'Wir bleiben hier!' u. a. durch Akquise II
34131,"Unterstützung des Projektes Berufswegeplanung, Ausbildungsatlas"
33928,Unterstützung Herstellung von Kontakten Schule-Wirtschaft
14652,Feier des Vietnamesischen Neujahrsfestes TET im Bezirk Treptow-Köpenick am 17.02.13
19588,Interkulturelle Öffnung
31343,Soziale Integration von VietnamesInnen in Treptow-Köpenick
31780,Spätaussiedlerberatung und Migranten-Seniorenarbeit
27836,Projekt Dialog Plönzeile - Körper und Seele
22394,Körper und Seele
16116,Förderung der Arbeitsmarktintegration zugewanderter Menschen
23412,Lunchtime V
26776,PEB - Büro für praktisches Lernen
15751,Frauenzuwendung - abw Frauenladen
15528,Frauenladen
15532,Frauenladen - Kurs 1 - 01/072016 - 30/06/2017 - Prüfung Juni 2017
15533,Frauenladen 1
15534,Frauenladen 2
7445,Berufliche Qualifizierung
24269,Mietkostenzuschuss 'Nachschlag'
25560,NACHSCHLAG -Berufliche Qualifizierung sozial benachteiligter Jugendlicher
15342,Frauen BQB Land - zusätzliche Landesmittel
15351,Frauen Existenzgründungskurse - Goldrausch Künstlerinnenprojekt
15362,Frauen OuQ - Frauenladen - Kurs 1 - 01/072016 - 30/06/2017 - Prüfung Juni 2017
15363,Frauen OuQ - Frauenladen - Kurs 2 - 01/01/2017 - 31/12/2017 Prüfung November 2017
